"","main_intercept","Team","intercept","DeadlineInd","deadline_indicator","DeadlineDays","deadline_days","DeadlineInd:DeadlineDays","deadline_interaction","Back2BackHome","Back2BackAway","beforedeadline","atdeadline","predictedend","firstlinepredictedend","diffat0","diffat40"
"1",0.5437289,"h1a116nhl_2016_neat$HomeTeamAnaheim",0.0006766432,0,0,1.284607e-05,-7.924424e-05,0,0.0008407722,"-2.993750e-02"," 3.516222e-02",0.5444055432,0.5444055432,0.5753805044,0.5417496164,0,0.033630888
"2",0.5437289,"h1a116nhl_2016_neat$HomeTeamArizona",-0.132047,0,-0.001058779,1.284607e-05,-0.0001816723,0,-4.901958e-05,"-2.993750e-02"," 3.516222e-02",0.4116819,0.410623121,0.4019092886,0.4049288508,-0.00105877900000001,-0.00301956219999999
"3",0.5437289,"h1a116nhl_2016_neat$HomeTeamBoston",0.06783698,0,0,1.284607e-05,0.0005466069,0,0,"-2.993750e-02"," 3.516222e-02",0.61156588,0.61156588,0.6339439988,0.6339439988,0,0
"4",0.5437289,"h1a116nhl_2016_neat$HomeTeamBuffalo",-0.06151355,0,-0.01320572,1.284607e-05,7.737001e-05,0,0,"-2.993750e-02"," 3.516222e-02",0.48221535,0.46900963,0.4726182732,0.4858239932,-0.01320572,-0.01320572
"5",0.5437289,"h1a116nhl_2016_neat$HomeTeamCalgary",-0.003187351,0,0.001066526,1.284607e-05,0.0003272223,0,0,"-2.993750e-02"," 3.516222e-02",0.540541549,0.541608075,0.5552108098,0.5541442838,0.00106652600000001,0.00106652600000001
"6",0.5437289,"h1a116nhl_2016_neat$HomeTeamCarolina",-0.008315519,0,-0.02864675,1.284607e-05,0.0002719696,0,0,"-2.993750e-02"," 3.516222e-02",0.535413381,0.506766631,0.5181592578,0.5468060078,-0.0286467500000001,-0.0286467500000001
"7",0.5437289,"h1a116nhl_2016_neat$HomeTeamChicago",0.01790411,0,0.02280592,1.284607e-05,0,0,0,"-2.993750e-02"," 3.516222e-02",0.56163301,0.58443893,0.5849527728,0.5621468528,0.02280592,0.02280592
"8",0.5437289,"h1a116nhl_2016_neat$HomeTeamColorado",-0.1522365,0,0,1.284607e-05,-0.000780215,0,0.0005231348,"-2.993750e-02"," 3.516222e-02",0.3914924,0.3914924,0.3817230348,0.3607976428,0,0.020925392
"9",0.5437289,"h1a116nhl_2016_neat$HomeTeamColumbus",0.03556369,0,0,1.284607e-05,0.0004198807,0,-0.000376179,"-2.993750e-02"," 3.516222e-02",0.57929259,0.57929259,0.5815545008,0.5966016608,0,-0.0150471599999999
"10",0.5437289,"h1a116nhl_2016_neat$HomeTeamDallas",-0.008795596,0,-0.05108259,1.284607e-05,0,0,-9.659603e-05,"-2.993750e-02"," 3.516222e-02",0.534933304,0.483850714,0.4805007156,0.5354471468,-0.05108259,-0.0549464312
"11",0.5437289,"h1a116nhl_2016_neat$HomeTeamDetroit",-0.06480891,0,0,1.284607e-05,-0.000173363,0,0,"-2.993750e-02"," 3.516222e-02",0.47891999,0.47891999,0.4724993128,0.4724993128,0,0
"12",0.5437289,"h1a116nhl_2016_neat$HomeTeamEdmonton",0,0,0,1.284607e-05,7.570775e-05,0,0.001506695,"-2.993750e-02"," 3.516222e-02",0.5437289,0.5437289,0.6075388528,0.5472710528,0,0.0602678
"13",0.5437289,"h1a116nhl_2016_neat$HomeTeamFlorida",-0.00480938,0,0,1.284607e-05,-1.292421e-07,0,-0.001183854,"-2.993750e-02"," 3.516222e-02",0.53891952,0.53891952,0.492074033116,0.539428193116,0,-0.04735416
"14",0.5437289,"h1a116nhl_2016_neat$HomeTeamLosAngeles",0.03263389,0,0.001448239,1.284607e-05,0.0001948702,0,0,"-2.993750e-02"," 3.516222e-02",0.57636279,0.577811029,0.5861196798,0.5846714408,0.00144823900000002,0.00144823900000002
"15",0.5437289,"h1a116nhl_2016_neat$HomeTeamMinnesota",0.04160876,0,0.01122017,1.284607e-05,0.0001407601,0,-3.17561e-06,"-2.993750e-02"," 3.516222e-02",0.58533766,0.59655783,0.6025750524,0.5914819068,0.01122017,0.0110931456
"16",0.5437289,"h1a116nhl_2016_neat$HomeTeamMontreal",0.02302346,0,0,1.284607e-05,-6.132209e-07,0,-0.0005643434,"-2.993750e-02"," 3.516222e-02",0.56675236,0.56675236,0.544667937964,0.567241673964,0,-0.022573736
"17",0.5437289,"h1a116nhl_2016_neat$HomeTeamNashville",0.01696517,0,0.003566575,1.284607e-05,0,0,0.0004939596,"-2.993750e-02"," 3.516222e-02",0.56069407,0.564260645,0.5845328718,0.5612079128,0.00356657500000002,0.023324959
"18",0.5437289,"h1a116nhl_2016_neat$HomeTeamNewJersey",-0.07513288,0,-0.01101265,1.284607e-05,-0.0002230798,0,-0.0009817009,"-2.993750e-02"," 3.516222e-02",0.46859602,0.45758337,0.4099059848,0.4601866708,-0.01101265,-0.050280686
"19",0.5437289,"h1a116nhl_2016_neat$HomeTeamNYIslanders",-0.03258527,0,0,1.284607e-05,0,0,0,"-2.993750e-02"," 3.516222e-02",0.51114363,0.51114363,0.5116574728,0.5116574728,0,0
"20",0.5437289,"h1a116nhl_2016_neat$HomeTeamNYRangers",0.0164809,0,0,1.284607e-05,-0.0001312601,0,-7.969004e-05,"-2.993750e-02"," 3.516222e-02",0.5602098,0.5602098,0.5522856372,0.5554732388,0,-0.00318760159999998
"21",0.5437289,"h1a116nhl_2016_neat$HomeTeamOttawa",-0.03268738,0,0,1.284607e-05,0.0001415645,0,0,"-2.993750e-02"," 3.516222e-02",0.51104152,0.51104152,0.5172179428,0.5172179428,0,0
"22",0.5437289,"h1a116nhl_2016_neat$HomeTeamPhiladelphia",-0.02031315,0,-0.002407054,1.284607e-05,0,0,0,"-2.993750e-02"," 3.516222e-02",0.52341575,0.521008696,0.5215225388,0.5239295928,-0.00240705399999996,-0.00240705399999996
"23",0.5437289,"h1a116nhl_2016_neat$HomeTeamPittsburgh",0.07267168,0,0,1.284607e-05,0,0,-0.001418269,"-2.993750e-02"," 3.516222e-02",0.61640058,0.61640058,0.5601836628,0.6169144228,0,-0.05673076
"24",0.5437289,"h1a116nhl_2016_neat$HomeTeamSanJose",0.04317415,0,0.003274593,1.284607e-05,-0.0001653325,0,0,"-2.993750e-02"," 3.516222e-02",0.58690305,0.590177643,0.5840781858,0.5808035928,0.00327459299999999,0.00327459299999999
"25",0.5437289,"h1a116nhl_2016_neat$HomeTeamSt.Louis",0,0,0,1.284607e-05,-0.0002894611,0,0.0004226301,"-2.993750e-02"," 3.516222e-02",0.5437289,0.5437289,0.5495695028,0.5326642988,0,0.016905204
"26",0.5437289,"h1a116nhl_2016_neat$HomeTeamTampaBay",0,0,0,1.284607e-05,-0.0001463376,0,0.0001248642,"-2.993750e-02"," 3.516222e-02",0.5437289,0.5437289,0.5433838068,0.5383892388,0,0.00499456799999998
"27",0.5437289,"h1a116nhl_2016_neat$HomeTeamToronto",0.003837321,0,0,1.284607e-05,0.0002576429,0,0.000627994,"-2.993750e-02"," 3.516222e-02",0.547566221,0.547566221,0.5835055398,0.5583857798,0,0.02511976
"28",0.5437289,"h1a116nhl_2016_neat$HomeTeamVancouver",-0.0977631,0,-0.01845863,1.284607e-05,0,0,0,"-2.993750e-02"," 3.516222e-02",0.4459658,0.42750717,0.4280210128,0.4464796428,-0.01845863,-0.01845863
"29",0.5437289,"h1a116nhl_2016_neat$HomeTeamWashington",0.07352952,0,0.03265357,1.284607e-05,0,0,0,"-2.993750e-02"," 3.516222e-02",0.61725842,0.64991199,0.6504258328,0.6177722628,0.03265357,0.03265357
"30",0.5437289,"h1a116nhl_2016_neat$HomeTeamWinnipeg",-0.01180199,0,-0.01579179,1.284607e-05,0.0002618136,0,-0.0007023529,"-2.993750e-02"," 3.516222e-02",0.53192691,0.51613512,0.4990273908,0.5429132968,-0.01579179,-0.0438859059999999
