"","Date","Rot Home Team","Rot Away Team","Back2Back Home","HomeTeam","AwayTeam","1st Home Team Goals","1st Away Team Goals","2nd Home Team Goals","2nd Away Team Goals","3rd Home Team Goals","3rd Away Team Goals","FinalHome","FinalAway","Open Home Team","Open Away Team","CloseHomeTeam","CloseAwayTeam","Puck Line Home Team","Puck Line Away Team","...12","...33","Open OU","...14","...35","Close OU","...16","...37","DeadlineInd","Year","Game ID","DeadlineDays","Back2Back Away","BoundaryProbHome","BoundaryProbAway","BoundaryProbHome2","BoundaryProbAway2","Back2BackHome","Back2BackAway","ID"
"1",2017-10-04,2,1,1,"Winnipeg","Toronto",0,3,0,1,2,3,2,7,-110,-110,-115,-105,-1.5,1.5,235,-295,5.5,105,-125,6,-105,-115,0,0,1,-145,1,0.534883720930233,0.51219512195122,0.510834236186349,0.489165763813651,0,0,1
"2",2017-10-04,4,3,1,"Pittsburgh","St.Louis",1,2,1,1,2,1,4,5,-185,165,-180,160,-1.5,1.5,160,-185,5.5,-110,-110,5.5,-125,105,0,0,2,-145,1,0.642857142857143,0.384615384615385,0.625668449197861,0.374331550802139,0,0,2
"3",2017-10-04,6,5,1,"Edmonton","Calgary",1,0,0,0,2,0,3,0,-152,132,-155,135,-1.5,1.5,190,-230,5.5,-114,-106,5.5,-115,-105,0,0,3,-145,1,0.607843137254902,0.425531914893617,0.588211546225272,0.411788453774728,0,0,3
"4",2017-10-04,8,7,1,"SanJose","Philadelphia",2,2,0,1,1,2,3,5,-160,140,-150,130,-1.5,1.5,200,-240,5.5,-124,104,5,115,-135,0,0,4,-145,1,0.6,0.434782608695652,0.579831932773109,0.420168067226891,0,0,4
"5",2017-10-05,52,51,1,"Buffalo","Montreal",1,1,1,0,0,1,2,3,110,-130,105,-125,1.5,-1.5,-270,220,5,100,-120,5,115,-135,0,0,5,-144,1,0.48780487804878,0.555555555555556,0.467532467532468,0.532467532467533,0,0,5
"6",2017-10-05,54,53,1,"Boston","Nashville",1,1,2,0,1,2,4,3,-135,115,-116,-104,-1.5,1.5,235,-295,5.5,-120,100,5,110,-130,0,0,6,-144,1,0.537037037037037,0.509803921568627,0.513007284079084,0.486992715920916,0,0,6
"7",2017-10-05,56,55,1,"NYRangers","Colorado",2,2,0,1,0,1,2,4,-200,170,-210,180,-1.5,1.5,144,-165,5.5,-115,-105,5.5,-109,-111,0,0,7,-144,1,0.67741935483871,0.357142857142857,0.654788418708241,0.345211581291759,0,0,7
"8",2017-10-05,58,57,1,"Ottawa","Washington",1,1,1,0,2,3,4,5,125,-145,120,-140,1.5,-1.5,-244,204,5.5,-130,110,5.5,-145,125,0,0,8,-144,1,0.454545454545455,0.583333333333333,0.437956204379562,0.562043795620438,0,0,8
"9",2017-10-05,60,59,1,"Detroit","Minnesota",0,0,2,0,2,2,4,2,120,-140,120,-140,1.5,-1.5,-260,210,5.5,-110,-110,5,120,-140,0,0,9,-144,1,0.454545454545455,0.583333333333333,0.437956204379562,0.562043795620438,0,0,9
"10",2017-10-05,62,61,1,"Chicago","Pittsburgh",5,0,3,1,2,0,10,1,-135,115,-130,110,-1.5,1.5,210,-260,5.5,105,-125,5.5,100,-120,0,0,10,-144,0,0.565217391304348,0.476190476190476,0.542743538767396,0.457256461232604,0,1,10
