"","main_intercept","Team","intercept","DeadlineInd","deadline_indicator","DeadlineDays","deadline_days","DeadlineInd:DeadlineDays","deadline_interaction","Back2BackHome","Back2BackAway","beforedeadline","atdeadline","predictedend","firstlinepredictedend","diffat0","diffat40"
"1",0.5371134,"h1a122nhl_2022_neat$HomeTeamAnaheim",-0.05914858,0.001513458,-0.07334333,0,0.0001529454,0,0,"-3.274334e-02"," 2.479095e-02",0.47796482,0.406134948,0.4116409824,0.4834708544,-0.071829872,-0.071829872
"2",0.5371134,"h1a122nhl_2022_neat$HomeTeamArizona",-0.1727594,0.001513458,0,0,2.482768e-05,0,-0.001737329,"-3.274334e-02"," 2.479095e-02",0.364354,0.365867458,0.30421741048,0.36524779648,0.00151345800000002,-0.061030386
"3",0.5371134,"h1a122nhl_2022_neat$HomeTeamBoston",0.05737359,0.001513458,0.01422607,0,-4.38328e-05,0,0,"-3.274334e-02"," 2.479095e-02",0.59448699,0.610226518,0.6086485372,0.5929090092,0.015739528,0.015739528
"4",0.5371134,"h1a122nhl_2022_neat$HomeTeamBuffalo",-0.1534966,0.001513458,0,0,-3.705761e-05,0,0.001340038,"-3.274334e-02"," 2.479095e-02",0.3836168,0.385130258,0.43203755204,0.38228272604,0.00151345800000002,0.049754826
"5",0.5371134,"h1a122nhl_2022_neat$HomeTeamCalgary",0.08476318,0.001513458,0.02013835,0,0.0004521949,0,0,"-3.274334e-02"," 2.479095e-02",0.62187658,0.643528388,0.6598074044,0.6381555964,0.021651808,0.021651808
"6",0.5371134,"h1a122nhl_2022_neat$HomeTeamCarolina",0.09940239,0.001513458,0,0,0.0003408298,0,0,"-3.274334e-02"," 2.479095e-02",0.63651579,0.638029248,0.6502991208,0.6487856628,0.00151345800000002,0.00151345800000002
"7",0.5371134,"h1a122nhl_2022_neat$HomeTeamChicago",-0.08604325,0.001513458,-0.006522037,0,-0.0001353281,0,-0.001097413,"-3.274334e-02"," 2.479095e-02",0.45107015,0.446061571,0.4016828914,0.4461983384,-0.00500857900000001,-0.044515447
"8",0.5371134,"h1a122nhl_2022_neat$HomeTeamColorado",0.1549767,0.001513458,-0.04543256,0,0.0005261244,0,0,"-3.274334e-02"," 2.479095e-02",0.6920901,0.648170998,0.6671114764,0.7110305784,-0.043919102,-0.043919102
"9",0.5371134,"h1a122nhl_2022_neat$HomeTeamColumbus",-0.1101384,0.001513458,-0.004915228,0,-0.0002050394,0,-0.0005735956,"-3.274334e-02"," 2.479095e-02",0.426975,0.42357323,0.39554237,0.4195935816,-0.00340177000000003,-0.0240512116
"10",0.5371134,"h1a122nhl_2022_neat$HomeTeamDallas",0.005691652,0.001513458,0,0,0,0,0.0002840365,"-3.274334e-02"," 2.479095e-02",0.542805052,0.54431851,0.554543824,0.542805052,0.00151345800000002,0.0117387720000001
"11",0.5371134,"h1a122nhl_2022_neat$HomeTeamDetroit",-0.08717836,0.001513458,-0.01847905,0,-2.616529e-05,0,-0.001704032,"-3.274334e-02"," 2.479095e-02",0.44993504,0.432969448,0.37068234556,0.44899308956,-0.016965592,-0.078310744
"12",0.5371134,"h1a122nhl_2022_neat$HomeTeamEdmonton",0.01778875,0.001513458,0.01864656,0,-0.0001694619,0,0.001756589,"-3.274334e-02"," 2.479095e-02",0.55490215,0.575062168,0.6321987436,0.5488015216,0.020160018,0.083397222
"13",0.5371134,"h1a122nhl_2022_neat$HomeTeamFlorida",0.1447562,0.001513458,-0.03584084,0,0.0005243912,0,0,"-3.274334e-02"," 2.479095e-02",0.6818696,0.647542218,0.6664203012,0.7007476832,-0.034327382,-0.034327382
"14",0.5371134,"h1a122nhl_2022_neat$HomeTeamLosAngeles",-0.002064171,0.001513458,-0.01881186,0,0.000445714,0,0,"-3.274334e-02"," 2.479095e-02",0.535049229,0.517750827,0.533796531,0.551094933,-0.017298402,-0.017298402
"15",0.5371134,"h1a122nhl_2022_neat$HomeTeamMinnesota",0.04737907,0.001513458,0.0006452873,0,0.0001396521,0,0.000841297,"-3.274334e-02"," 2.479095e-02",0.58449247,0.5866512153,0.6219653829,0.5895199456,0.00215874530000004,0.0324454372999999
"16",0.5371134,"h1a122nhl_2022_neat$HomeTeamMontreal",-0.1845016,0.001513458,0.04617389,0,-0.0007872499,0,0,"-3.274334e-02"," 2.479095e-02",0.3526118,0.400299148,0.3719581516,0.3242708036,0.047687348,0.047687348
"17",0.5371134,"h1a122nhl_2022_neat$HomeTeamNashville",0.02906999,0.001513458,-0.002289214,0,0.0003950363,0,0,"-3.274334e-02"," 2.479095e-02",0.56618339,0.565407634,0.5796289408,0.5804046968,-0.000775756000000016,-0.000775756000000016
"18",0.5371134,"h1a122nhl_2022_neat$HomeTeamNewJersey",-0.08276042,0.001513458,0,0,-0.0001715254,0,-8.699905e-05,"-3.274334e-02"," 2.479095e-02",0.45435298,0.455866438,0.4465595578,0.4481780656,0.00151345800000002,-0.00161850779999995
"19",0.5371134,"h1a122nhl_2022_neat$HomeTeamNYIslanders",-0.009254674,0.001513458,0,0,-4.375956e-05,0,0,"-3.274334e-02"," 2.479095e-02",0.527858726,0.529372184,0.52779683984,0.52628338184,0.00151345800000002,0.00151345800000002
"20",0.5371134,"h1a122nhl_2022_neat$HomeTeamNYRangers",0.004445302,0.001513458,0.0007853042,0,0,0,0.001760933,"-3.274334e-02"," 2.479095e-02",0.541558702,0.5438574642,0.6072510522,0.541558702,0.00229876220000003,0.0656923502000001
"21",0.5371134,"h1a122nhl_2022_neat$HomeTeamOttawa",-0.1158639,0.001513458,0,0,-0.000107053,0,0,"-3.274334e-02"," 2.479095e-02",0.4212495,0.422762958,0.41890905,0.417395592,0.00151345800000002,0.00151345800000002
"22",0.5371134,"h1a122nhl_2022_neat$HomeTeamPhiladelphia",-0.1364767,0.001513458,0,0,-0.0006611579,0,0,"-3.274334e-02"," 2.479095e-02",0.4006367,0.402150158,0.3783484736,0.3768350156,0.00151345800000002,0.00151345800000002
"23",0.5371134,"h1a122nhl_2022_neat$HomeTeamPittsburgh",0.09148292,0.001513458,-0.0159233,0,0.0005981181,0,-0.0006021143,"-3.274334e-02"," 2.479095e-02",0.62859632,0.614186478,0.6140426148,0.6501285716,-0.014409842,-0.0360859568
"24",0.5371134,"h1a122nhl_2022_neat$HomeTeamSanJose",-0.07620445,0.001513458,0.0001659254,0,-6.208652e-05,0,-0.0005358043,"-3.274334e-02"," 2.479095e-02",0.46090895,0.4625883334,0.44106426388,0.45867383528,0.00167938340000001,-0.0176095714
"25",0.5371134,"h1a122nhl_2022_neat$HomeTeamSeattle",-0.1174189,0.001513458,0,0,-0.0005049975,0,0,"-3.274334e-02"," 2.479095e-02",0.4196945,0.421207958,0.403028048,0.40151459,0.00151345800000002,0.00151345800000002
"26",0.5371134,"h1a122nhl_2022_neat$HomeTeamSt.Louis",0.01987232,0.001513458,-0.01092257,0,1.94978e-05,0,0.001215653,"-3.274334e-02"," 2.479095e-02",0.55698572,0.547576608,0.5920420368,0.5576876408,-0.00940911200000005,0.034354396
"27",0.5371134,"h1a122nhl_2022_neat$HomeTeamTampaBay",0.1195533,0.001513458,-0.01426206,0,0.0004445666,0,-0.0003238957,"-3.274334e-02"," 2.479095e-02",0.6566667,0.643918098,0.6482622504,0.6726710976,-0.0127486020000001,-0.0244088472000001
"28",0.5371134,"h1a122nhl_2022_neat$HomeTeamToronto",0.09543826,0.001513458,0,0,2.981563e-05,0,0,"-3.274334e-02"," 2.479095e-02",0.63255166,0.634065118,0.63513848068,0.63362502268,0.00151345800000002,0.00151345800000002
"29",0.5371134,"h1a122nhl_2022_neat$HomeTeamVancouver",-0.03201552,0.001513458,0,0,0.0001372695,0,0.0003135897,"-3.274334e-02"," 2.479095e-02",0.50509788,0.506611338,0.5228422692,0.510039582,0.00151345800000002,0.0128026872
"30",0.5371134,"h1a122nhl_2022_neat$HomeTeamVegas",0.02582844,0.001513458,-0.04423532,0,4.269572e-05,0,0.003327239,"-3.274334e-02"," 2.479095e-02",0.56294184,0.520219978,0.64153762792,0.56447888592,-0.0427218620000001,0.0770587419999998
"31",0.5371134,"h1a122nhl_2022_neat$HomeTeamWashington",0.02532126,0.001513458,0,0,0,0,0.0001451366,"-3.274334e-02"," 2.479095e-02",0.56243466,0.563948118,0.5691730356,0.56243466,0.00151345800000002,0.00673837560000001
"32",0.5371134,"h1a122nhl_2022_neat$HomeTeamWinnipeg",-0.01808609,0.001513458,0.005694948,0,-9.986143e-05,0,-0.0007093116,"-3.274334e-02"," 2.479095e-02",0.51902731,0.526235716,0.49710548692,0.51543229852,0.00720840599999995,-0.0183268116000001
