"","main_intercept","Team","intercept","DeadlineInd","deadline_indicator","DeadlineDays","deadline_days","DeadlineInd:DeadlineDays","deadline_interaction","Back2BackHome","Back2BackAway","beforedeadline","atdeadline","predictedend","firstlinepredictedend","diffat0","diffat40"
"1",0.5453491,"h1a118nhl_2018_neat$HomeTeamAnaheim",-0.08566773,0,-0.009448148,-5.085488e-06,-0.0002819973,8.64043e-05,0.0004452601,"-2.610415e-02"," 3.086512e-02",0.45968137,0.450233222,0.46001648648,0.44819805848,-0.00944814799999999,0.011818428
"2",0.5453491,"h1a118nhl_2018_neat$HomeTeamArizona",-0.07113902,0,0.02363803,-5.085488e-06,-6.54141e-05,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.47421008,0.49784811,0.49848429848,0.47139009648,0.02363803,0.027094202
"3",0.5453491,"h1a118nhl_2018_neat$HomeTeamBoston",0.04404627,0,0.01373592,-5.085488e-06,0.0001096414,8.64043e-05,0.0003993942,"-2.610415e-02"," 3.086512e-02",0.58939537,0.60313129,0.62674546648,0.59357760648,0.01373592,0.0331678599999999
"4",0.5453491,"h1a118nhl_2018_neat$HomeTeamBuffalo",-0.0433577,0,0,-5.085488e-06,0.000150035,8.64043e-05,-0.002098345,"-2.610415e-02"," 3.086512e-02",0.5019914,0.5019914,0.42731175248,0.50778938048,0,-0.080477628
"5",0.5453491,"h1a118nhl_2018_neat$HomeTeamCalgary",0.06752539,0,0,-5.085488e-06,0.000507749,8.64043e-05,-0.0007680469,"-2.610415e-02"," 3.086512e-02",0.61287449,0.61287449,0.60571532648,0.63298103048,0,-0.0272657040000001
"6",0.5453491,"h1a118nhl_2018_neat$HomeTeamCarolina",0.00639647,0,0.04751316,-5.085488e-06,0,8.64043e-05,0.0003869669,"-2.610415e-02"," 3.086512e-02",0.55174557,0.59925873,0.61799015848,0.55154215048,0.0475131600000001,0.0664480080000001
"7",0.5453491,"h1a118nhl_2018_neat$HomeTeamChicago",-0.08102901,0,0.02829679,-5.085488e-06,-0.0001974142,8.64043e-05,0.0005476205,"-2.610415e-02"," 3.086512e-02",0.46432009,0.49261688,0.50987788448,0.45622010248,0.02829679,0.053657782
"8",0.5453491,"h1a118nhl_2018_neat$HomeTeamColorado",0,0,-3.179316e-05,-5.085488e-06,-2.146741e-05,8.64043e-05,0,"-2.610415e-02"," 3.086512e-02",0.5453491,0.54531730684,0.54771136292,0.54428698408,-3.17931600000154e-05,0.00342437884000002
"9",0.5453491,"h1a118nhl_2018_neat$HomeTeamColumbus",0.01602208,0,0.04164131,-5.085488e-06,0,8.64043e-05,0.0001846585,"-2.610415e-02"," 3.086512e-02",0.56137118,0.60301249,0.61365158248,0.56116776048,0.04164131,0.052483822
"10",0.5453491,"h1a118nhl_2018_neat$HomeTeamDallas",-0.00905229,0,0,-5.085488e-06,0,8.64043e-05,0.001045425,"-2.610415e-02"," 3.086512e-02",0.53629681,0.53629681,0.58136656248,0.53609339048,0,0.045273172
"11",0.5453491,"h1a118nhl_2018_neat$HomeTeamDetroit",-0.1081269,0,-0.04202294,-5.085488e-06,0,8.64043e-05,-0.0001637411,"-2.610415e-02"," 3.086512e-02",0.4372222,0.39519926,0.39190236848,0.43701878048,-0.04202294,-0.045116412
