"","main_intercept","Team","intercept","DeadlineInd","deadline_indicator","DeadlineDays","deadline_days","DeadlineInd:DeadlineDays","deadline_interaction","Back2BackHome","Back2BackAway","beforedeadline","atdeadline","predictedend","firstlinepredictedend","diffat0","diffat40"
"1",0.5454392,"h1a117nhl_2017_neat$HomeTeamAnaheim",0.02176868,0.00224449,0,0,0.0006250061,0,0.0002862004,"-2.989439e-02"," 3.426501e-02",0.56720788,0.56945237,0.60590063,0.592208124,0.00224449000000004,0.013692506
"2",0.5454392,"h1a117nhl_2017_neat$HomeTeamArizona",-0.09795372,0.00224449,0,0,4.105789e-05,0,7.191636e-06,"-2.989439e-02"," 3.426501e-02",0.44748548,0.44972997,0.45165995104,0.4491277956,0.00224448999999999,0.00253215543999996
"3",0.5454392,"h1a117nhl_2017_neat$HomeTeamBoston",0.07709278,0.00224449,-0.02404963,0,0.0006907207,0,0,"-2.989439e-02"," 3.426501e-02",0.62253198,0.60072684,0.628355668,0.650160808,-0.02180514,-0.02180514
"4",0.5454392,"h1a117nhl_2017_neat$HomeTeamBuffalo",-0.1225951,0.00224449,0,0,-0.0003594971,0,8.148167e-05,"-2.989439e-02"," 3.426501e-02",0.4228441,0.42508859,0.4139679728,0.408464216,0.00224448999999999,0.00550375679999998
"5",0.5454392,"h1a117nhl_2017_neat$HomeTeamCalgary",0.001542529,0.00224449,0.02321318,0,7.474375e-05,0,-0.002930778,"-2.989439e-02"," 3.426501e-02",0.546981729,0.572439399,0.458198029,0.549971479,0.02545767,-0.09177345
"6",0.5454392,"h1a117nhl_2017_neat$HomeTeamCarolina",0,0.00224449,0,0,-1.778547e-05,0,-0.001133792,"-2.989439e-02"," 3.426501e-02",0.5454392,0.54768369,0.5016205912,0.5447277812,0.00224449000000004,-0.04310719
"7",0.5454392,"h1a117nhl_2017_neat$HomeTeamChicago",-0.02210414,0.00224449,-0.004561404,0,-0.000273854,0,-0.001406293,"-2.989439e-02"," 3.426501e-02",0.52333506,0.521018146,0.453812266,0.5123809,-0.002316914,-0.058568634
"8",0.5454392,"h1a117nhl_2017_neat$HomeTeamColorado",-0.04861322,0.00224449,0,0,0.0003413231,0,0.0008801848,"-2.989439e-02"," 3.426501e-02",0.49682598,0.49907047,0.547930786,0.510478904,0.00224448999999999,0.037451882
"9",0.5454392,"h1a117nhl_2017_neat$HomeTeamColumbus",0.002808399,0.00224449,0,0,-0.0002590096,0,0.001216897,"-2.989439e-02"," 3.426501e-02",0.548247599,0.550492089,0.588807585,0.537887215,0.00224449000000004,0.05092037
"10",0.5454392,"h1a117nhl_2017_neat$HomeTeamDallas",0.03142382,0.00224449,0.01077027,0,0.0001824352,0,-0.001239858,"-2.989439e-02"," 3.426501e-02",0.57686302,0.58987778,0.547580868,0.584160428,0.01301476,-0.03657956
"11",0.5454392,"h1a117nhl_2017_neat$HomeTeamDetroit",-0.06785568,0.00224449,0,0,0,0,-0.00131187,"-2.989439e-02"," 3.426501e-02",0.47758352,0.47982801,0.42735321,0.47758352,0.00224448999999999,-0.05023031
"12",0.5454392,"h1a117nhl_2017_neat$HomeTeamEdmonton",-0.02096186,0.00224449,-0.02311219,0,-0.0002801096,0,0,"-2.989439e-02"," 3.426501e-02",0.52447734,0.50360964,0.492405256,0.513272956,-0.0208677,-0.0208677
"13",0.5454392,"h1a117nhl_2017_neat$HomeTeamFlorida",-0.03923319,0.00224449,0.04259755,0,-6.042009e-05,0,0,"-2.989439e-02"," 3.426501e-02",0.50620601,0.55104805,0.5486312464,0.5037892064,0.04484204,0.04484204
