"","Date","Rot Home Team","Rot Away Team","Back2Back Home","HomeTeam","AwayTeam","1st Home Team Goals","1st Away Team Goals","2nd Home Team Goals","2nd Away Team Goals","3rd Home Team Goals","3rd Away Team Goals","FinalHome","FinalAway","Open Home Team","Open Away Team","CloseHomeTeam","CloseAwayTeam","Puck Line Home Team","Puck Line Away Team","...12","...33","Open OU","...14","...35","Close OU","...16","...37","DeadlineInd","Year","Game ID","DeadlineDays","Back2Back Away","BoundaryProbHome","BoundaryProbAway","BoundaryProbHome2","BoundaryProbAway2","Back2BackHome","Back2BackAway","ID"
"14",2021-10-14,74,73,1,"Detroit","TampaBay",1,0,3,3,2,3,6,7,205,-255,185,-205,1.5,-1.5,"-135","115",6,-110,-110,5.5,-105,-115,0,0,14,-158,1,0.350877192982456,0.672131147540984,0.342985662074782,0.657014337925218,0,0,14
"15",2021-10-14,76,75,1,"Nashville","Seattle",1,2,1,1,1,1,3,4,-140,120,-126,116,-1.5,1.5,"180","-205",5.5,105,-125,5.5,-105,-115,0,0,15,-158,1,0.557522123893805,0.462962962962963,0.546330496226112,0.453669503773888,0,0,15
"16",2021-10-14,78,77,1,"LosAngeles","Vegas",2,1,2,0,2,1,6,2,130,-150,143,-158,1.5,-1.5,"-170","150",5.5,100,-120,5.5,-105,-115,0,0,16,-158,1,0.411522633744856,0.612403100775194,0.401906720254229,0.598093279745771,0,0,16
"17",2021-10-15,80,79,1,"NewJersey","Chicago",1,0,1,1,1,2,4,3,-125,105,-131,121,-1.5,1.5,"180","-205",6,105,-125,6,105,-125,0,0,17,-157,1,0.567099567099567,0.452488687782805,0.556204491748478,0.443795508251523,0,0,17
"18",2021-10-15,82,81,1,"Philadelphia","Vancouver",1,0,1,4,2,0,4,5,-150,130,-134,124,-1.5,1.5,"165","-185",6,-115,-105,6,-105,-115,0,0,18,-157,1,0.572649572649573,0.446428571428571,0.561929010034447,0.438070989965553,0,0,18
"19",2021-10-15,84,83,1,"Anaheim","Minnesota",0,0,1,1,0,1,1,2,140,-165,155,-170,1.5,-1.5,"-175","155",5.5,-120,100,5.5,-120,100,0,0,19,-157,1,0.392156862745098,0.62962962962963,0.383795309168443,0.616204690831556,0,0,19
"20",2021-10-16,2,1,1,"Buffalo","Arizona",0,1,1,0,0,0,2,1,-115,-105,-120,110,-1.5,1.5,"195","-220",5.5,-110,-110,5.5,100,-120,0,0,20,-156,1,0.545454545454545,0.476190476190476,0.533898305084746,0.466101694915254,0,0,20
"21",2021-10-16,4,3,1,"Florida","NYIslanders",1,0,2,0,2,1,5,1,-135,115,-131,121,-1.5,1.5,"195","-220",5.5,-110,-110,5.5,105,-125,0,0,21,-156,1,0.567099567099567,0.452488687782805,0.556204491748478,0.443795508251523,0,0,21
"22",2021-10-16,6,5,1,"Washington","TampaBay",0,0,1,0,0,1,1,2,-105,-115,109,-119,1.5,-1.5,"-220","195",6.5,-120,100,6.5,-120,100,0,0,22,-156,1,0.478468899521531,0.54337899543379,0.468238865963952,0.531761134036048,0,0,22
"23",2021-10-16,8,7,1,"Montreal","NYRangers",0,0,0,1,1,2,1,3,-120,100,-105,-105,-1.5,1.5,"215","-245",6,-120,100,6,-120,100,0,0,23,-156,1,0.51219512195122,0.51219512195122,0.5,0.5,0,0,23
"24",2021-10-16,10,9,1,"Boston","Dallas",1,0,0,1,2,0,3,1,-170,145,-180,160,-1.5,1.5,"140","-160",5.5,-135,115,5.5,-130,110,0,0,24,-156,1,0.642857142857143,0.384615384615385,0.625668449197861,0.374331550802139,0,0,24
"25",2021-10-16,12,11,1,"Columbus","Seattle",0,0,0,1,1,0,2,1,-115,-105,105,-115,1.5,-1.5,"-250","220",5.5,100,-120,5.5,100,-120,0,0,25,-156,1,0.48780487804878,0.534883720930233,0.476982806433722,0.523017193566278,0,0,25
"26",2021-10-16,14,13,1,"Toronto","Ottawa",2,0,0,1,1,0,3,1,-235,190,-250,220,-1.5,1.5,"-105","-115",6,-105,-115,6,100,-120,0,0,26,-156,1,0.714285714285714,0.3125,0.695652173913043,0.304347826086956,0,0,26
"27",2021-10-16,16,15,1,"Pittsburgh","Chicago",4,0,1,1,0,1,5,2,-190,160,-130,120,-1.5,1.5,"170","-190",6,100,-120,6,-110,-110,0,0,27,-156,0,0.565217391304348,0.454545454545455,0.554263565891473,0.445736434108527,0,1,27
"28",2021-10-16,18,17,1,"Detroit","Vancouver",1,0,1,1,1,0,3,1,-105,-115,110,-120,1.5,-1.5,"-230","200",5.5,-105,-115,5.5,-110,-110,0,0,28,-156,0,0.476190476190476,0.545454545454545,0.466101694915254,0.533898305084746,0,1,28
"29",2021-10-16,20,19,1,"Nashville","Carolina",0,1,1,0,1,2,2,3,-115,-105,103,-113,1.5,-1.5,"-250","220",5.5,105,-125,5.5,100,-120,0,0,29,-156,1,0.492610837438424,0.530516431924883,0.481475621058342,0.518524378941658,0,0,29
"30",2021-10-16,22,21,1,"Colorado","St.Louis",0,1,1,2,2,2,3,5,-180,150,-140,130,-1.5,1.5,"160","-180",5.5,100,-120,5.5,100,-120,0,0,30,-156,1,0.583333333333333,0.434782608695652,0.572953736654804,0.427046263345196,0,0,30
"31",2021-10-16,24,23,1,"Edmonton","Calgary",2,0,1,1,2,1,5,2,-140,120,-150,135,-1.5,1.5,"160","-180",6.5,-110,-110,6,-105,-115,0,0,31,-156,1,0.6,0.425531914893617,0.5850622406639,0.4149377593361,0,0,31
"32",2021-10-16,26,25,1,"SanJose","Winnipeg",0,1,2,1,2,1,4,3,100,-120,120,-130,1.5,-1.5,"-210","185",6.5,-125,105,6.5,-125,105,0,0,32,-156,1,0.454545454545455,0.565217391304348,0.445736434108527,0.554263565891473,0,0,32
"33",2021-10-16,28,27,1,"LosAngeles","Minnesota",0,0,1,3,1,0,2,3,125,-145,104,-114,1.5,-1.5,"-230","200",5.5,-115,-105,6,-120,100,0,0,33,-156,0,0.490196078431373,0.532710280373832,0.479218917950555,0.520781082049445,0,1,33
"34",2021-10-17,30,29,0,"Ottawa","Dallas",1,1,2,0,0,1,3,2,-181,557,125,-135,1.5,-1.5,"-205","180",5.5,-105,-115,5.5,-130,110,0,0,34,-155,0,0.444444444444444,0.574468085106383,0.436194895591647,0.563805104408353,1,1,34
"35",2021-10-18,32,31,1,"Toronto","NYRangers",0,1,1,0,0,0,1,2,-185,155,-180,160,-1.5,1.5,"130","-150",6,-105,-115,6,100,-120,0,0,35,-154,1,0.642857142857143,0.384615384615385,0.625668449197861,0.374331550802139,0,0,35
"36",2021-10-18,34,33,1,"Philadelphia","Seattle",3,0,2,1,1,0,6,1,-160,135,-133,123,-1.5,1.5,"165","-185",6,-120,100,5.5,105,-125,0,0,36,-154,1,0.570815450643777,0.448430493273543,0.560037009762269,0.439962990237731,0,0,36
"37",2021-10-18,36,35,1,"Calgary","Anaheim",1,1,1,0,0,1,2,3,-170,145,-190,170,-1.5,1.5,"130","-150",5.5,-105,-115,5.5,-115,-105,0,0,37,-154,1,0.655172413793103,0.37037037037037,0.638854296388543,0.361145703611457,0,0,37
"38",2021-10-18,38,37,1,"Arizona","St.Louis",1,1,1,5,2,1,4,7,120,-140,158,-176,1.5,-1.5,"-175","155",5.5,105,-125,5.5,-115,-105,0,0,38,-154,1,0.387596899224806,0.63768115942029,0.378040762656147,0.621959237343853,0,0,38
"39",2021-10-19,40,39,1,"Pittsburgh","Dallas",0,1,1,0,0,0,1,2,-135,115,-123,113,-1.5,1.5,"195","-220",5.5,110,-135,5.5,-110,-110,0,0,39,-153,1,0.551569506726457,0.469483568075117,0.540196705086703,0.459803294913297,0,0,39
"40",2021-10-19,42,41,1,"Montreal","SanJose",0,3,0,1,0,1,0,5,-135,115,-155,140,-1.5,1.5,"160","-180",5.5,100,-120,6,-120,100,0,0,40,-153,1,0.607843137254902,0.416666666666667,0.593301435406699,0.406698564593302,0,0,40
"41",2021-10-19,44,43,1,"NewJersey","Seattle",2,0,1,1,1,1,4,2,-145,125,-145,132,-1.5,1.5,"165","-185",5.5,105,-125,5.5,100,-120,0,0,41,-153,0,0.591836734693878,0.431034482758621,0.578603371173031,0.421396628826969,0,1,41
"42",2021-10-19,46,45,1,"Buffalo","Vancouver",1,2,1,0,3,0,5,2,110,-130,136,-151,1.5,-1.5,"-195","175",6,-110,-110,6,-120,100,0,0,42,-153,1,0.423728813559322,0.601593625498008,0.413263962065332,0.586736037934668,0,0,42
"43",2021-10-19,48,47,1,"TampaBay","Florida",0,0,0,1,1,3,1,4,-140,120,-110,100,-1.5,1.5,"195","-220",6.5,-120,100,6,100,-120,0,0,43,-153,1,0.523809523809524,0.5,0.511627906976744,0.488372093023256,0,0,43
"44",2021-10-19,50,49,1,"Washington","Colorado",2,1,2,1,2,1,6,3,-130,110,113,-123,1.5,-1.5,"-235","205",6,-105,-115,6,-105,-115,0,0,44,-153,1,0.469483568075117,0.551569506726457,0.459803294913297,0.540196705086703,0,0,44
"45",2021-10-19,52,51,1,"Detroit","Columbus",0,0,0,0,4,1,4,1,-125,105,-120,110,-1.5,1.5,"200","-230",6,-105,-115,5.5,-120,100,0,0,45,-153,1,0.545454545454545,0.476190476190476,0.533898305084746,0.466101694915254,0,0,45
"46",2021-10-19,54,53,1,"Minnesota","Winnipeg",2,2,1,1,2,2,6,5,-150,130,-150,135,-1.5,1.5,"165","-185",5.5,-120,100,5.5,100,-120,0,0,46,-153,1,0.6,0.425531914893617,0.5850622406639,0.4149377593361,0,0,46
"47",2021-10-19,56,55,1,"Nashville","LosAngeles",0,0,0,1,2,0,2,1,-145,125,-130,120,-1.5,1.5,"175","-200",5.5,-105,-115,5.5,-135,110,0,0,47,-153,1,0.565217391304348,0.454545454545455,0.554263565891473,0.445736434108527,0,0,47
