"","BoundaryProbHome2","BoundaryProbAway2","HomeTeam","AwayTeam","DeadlineInd","DeadlineDays","Back2BackHome","Back2BackAway","Anaheim","Arizona","Boston","Buffalo","Calgary","Carolina","Chicago","Colorado","Columbus","Dallas","Detroit","Edmonton","Florida","LosAngeles","Minnesota","Montreal","Nashville","NewJersey","NYIslanders","NYRangers","Ottawa","Philadelphia","Pittsburgh","SanJose","Seattle","St.Louis","TampaBay","Toronto","Vancouver","Vegas","Washington","Winnipeg"
"69",0.506971556051311,0.493028443948689,"TampaBay","Colorado",0,-149,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"70",0.391143911439114,0.608856088560886,"Pittsburgh","Toronto",0,-149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0
"71",0.421396628826969,0.578603371173031,"Columbus","Carolina",0,-149,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0.427046263345196,0.572953736654804,"Philadelphia","Florida",0,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"73",0.542259277423574,0.457740722576426,"Winnipeg","Nashville",0,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"74",0.625668449197861,0.374331550802139,"NewJersey","Buffalo",0,-149,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0.608856088560886,0.391143911439114,"Montreal","Detroit",0,-149,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0.608856088560886,0.391143911439114,"St.Louis","LosAngeles",0,-149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"77",0.354887218045113,0.645112781954887,"Arizona","NYIslanders",0,-149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",0.561929010034447,0.438070989965553,"Seattle","Vancouver",0,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
"79",0.673469387755102,0.326530612244898,"Boston","SanJose",0,-148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"80",0.625668449197861,0.374331550802139,"Minnesota","Nashville",0,-148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0.593301435406699,0.406698564593302,"Chicago","Detroit",0,-148,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0.540196705086703,0.459803294913297,"Vegas","NYIslanders",0,-148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0
"83",0.455696202531646,0.544303797468354,"Columbus","Dallas",0,-147,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0.569339895773017,0.430660104226983,"NYRangers","Calgary",0,-147,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"85",0.774774774774775,0.225225225225225,"Florida","Arizona",0,-147,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",0.523017193566278,0.476982806433722,"Carolina","Toronto",0,-147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"87",0.4149377593361,0.5850622406639,"Ottawa","Washington",0,-147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0
"88",0.391143911439114,0.608856088560886,"Buffalo","TampaBay",0,-147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"89",0.62006711223273,0.37993288776727,"St.Louis","LosAngeles",0,-147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"90",0.466101694915254,0.533898305084746,"Pittsburgh","TampaBay",0,-146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0
"91",0.523017193566278,0.476982806433722,"NewJersey","Calgary",0,-146,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0.625668449197861,0.374331550802139,"Colorado","Vegas",0,-146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"93",0.558128904464422,0.441871095535578,"Nashville","SanJose",0,-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"94",0.476982806433722,0.523017193566278,"Vancouver","Minnesota",0,-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"95",0.540196705086703,0.459803294913297,"Seattle","Montreal",0,-146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"96",0.439962990237731,0.560037009762269,"Anaheim","Winnipeg",0,-146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"97",0.658161669422226,0.341838330577774,"Washington","Detroit",0,-145,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"98",0.552305917772869,0.447694082227131,"Florida","Boston",0,-145,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0.341838330577774,0.658161669422226,"Chicago","Toronto",0,-145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"100",0.604313287220225,0.395686712779775,"Dallas","Vegas",0,-145,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
